tool_id,period_start_date,received_qty,realized_shots,cumulative_realized_shots
T10038,2024-06-01,23151,104920,624076
T10038,2024-07-01,19517,88451,712527
T10038,2024-08-01,29083,131804,844331
T10038,2024-09-01,23908,108351,952682
T10038,2024-10-01,17497,79296,1031978
T10038,2024-11-01,18492,83805,1115783
T10038,2024-12-01,19072,86434,1202217
T10038,2025-01-01,19468,88228,1290445
T10038,2025-02-01,24789,169072,1459517
T10038,2025-03-01,28240,127983,1587500
T10038,2025-04-01,22425,101630,1689130
T10038,2025-05-01,27009,122404,1811534
T10038,2025-06-01,23783,107784,1919318
T10039,2024-01-01,23825,23825,23825
T10039,2024-02-01,53093,53093,76918
T10039,2024-03-01,47563,47563,124481
T10039,2024-04-01,27805,27805,152286
T10039,2024-05-01,43883,43883,196169
T10039,2024-06-01,42597,42597,238766
T10039,2024-07-01,55785,55785,294551
T10039,2024-08-01,50905,50905,345456
T10039,2024-09-01,43722,43722,389178
T10039,2024-10-01,46874,46874,436052
T10039,2024-11-01,29799,29799,465851
T10039,2024-12-01,61073,61073,526924
T10039,2025-01-01,48600,48600,575524
T10039,2025-02-01,37842,48048,623572
T10039,2025-03-01,20936,20936,644508
T10039,2025-04-01,37948,37948,682456
T10039,2025-05-01,51323,51323,733779
T10039,2025-06-01,43739,43739,777518
T10040,2024-01-01,38993,304835,304835
T10040,2024-02-01,33939,265324,570159
T10040,2024-03-01,34054,266223,836382
T10040,2024-04-01,43144,337286,1173668
T10040,2024-05-01,39126,305875,1479543
T10040,2024-06-01,36888,288379,1767922
T10040,2024-07-01,25793,201641,1969563
T10040,2024-08-01,41579,325052,2294615
T10040,2024-09-01,41174,321885,2616500
T10040,2024-10-01,54279,424336,3040836
T10040,2024-11-01,34581,270343,3311179
T10040,2024-12-01,34660,270961,3582140
T10040,2025-01-01,40626,317601,3899741
T10040,2025-02-01,35556,277966,4177707
T10040,2025-03-01,21708,169706,4347413
T10040,2025-04-01,43588,340757,4688170
T10040,2025-05-01,29366,229574,4917744
T10040,2025-06-01,52111,407388,5325132
T10041,2024-01-01,40059,40059,40059
T10041,2024-02-01,59948,59948,100007
T10041,2024-03-01,42176,66009,166016
T10041,2024-04-01,46976,46976,212992
T10041,2024-05-01,42393,42393,255385
T10041,2024-06-01,31183,31183,286568
T10041,2024-07-01,38305,38305,324873
T10041,2024-08-01,51772,51772,376645
T10041,2024-09-01,48538,48538,425183
T10041,2024-10-01,36186,36186,461369
T10041,2024-11-01,52411,52411,513780
T10041,2024-12-01,39608,39608,553388
T10041,2025-01-01,37658,37658,591046
T10041,2025-02-01,36353,36353,627399
T10041,2025-03-01,40317,40317,667716
T10041,2025-04-01,36081,36081,703797
T10041,2025-05-01,31892,31892,735689
T10041,2025-06-01,37290,37290,772979
T10042,2024-01-01,12630,12630,12630
T10042,2024-02-01,20636,20636,33266
T10042,2024-03-01,27563,27563,60829
T10042,2024-04-01,19478,19478,80307
T10042,2024-05-01,15779,15779,96086
T10042,2024-06-01,22135,22135,118221
T10042,2024-07-01,17888,17888,136109
T10042,2024-08-01,26661,26661,162770
T10042,2024-09-01,17933,17933,180703
T10042,2024-10-01,31921,47532,228235
T10042,2024-11-01,24939,24939,253174
T10042,2024-12-01,29285,29285,282459
T10042,2025-01-01,22085,22085,304544
T10042,2025-02-01,14527,19342,323886
T10042,2025-03-01,21130,21130,345016
T10042,2025-04-01,18706,18706,363722
T10042,2025-05-01,24324,24324,388046
T10042,2025-06-01,20040,20040,408086
T10043,2024-01-01,16447,20805,20805
T10043,2024-02-01,12469,15773,36578
T10043,2024-03-01,18667,23613,60191
T10043,2024-04-01,20428,25841,86032
T10043,2024-05-01,24169,30573,116605
T10043,2024-06-01,24534,31035,147640
T10043,2024-07-01,19651,24858,172498
T10043,2024-08-01,22369,28296,200794
T10043,2024-09-01,27481,34763,235557
T10043,2024-10-01,17719,22414,257971
T10043,2024-11-01,25454,32199,290170
T10043,2024-12-01,28882,36535,326705
T10043,2025-01-01,20928,26473,353178
T10043,2025-02-01,17530,32802,385980
T10043,2025-03-01,20096,25421,411401
T10043,2025-04-01,24740,31296,442697
T10043,2025-05-01,18897,23904,466601
T10043,2025-06-01,21582,42116,508717
T10044,2024-01-01,49343,404474,404474
T10044,2024-02-01,42525,348585,753059
T10044,2024-03-01,43371,355520,1108579
T10044,2024-04-01,36884,302345,1410924
T10044,2024-05-01,30314,248489,1659413
T10044,2024-06-01,39918,327215,1986628
T10044,2024-07-01,38580,316247,2302875
T10044,2024-08-01,35648,380009,2682884
T10044,2024-09-01,24718,202618,2885502
T10044,2024-10-01,35242,288885,3174387
T10044,2024-11-01,38459,315256,3489643
T10044,2024-12-01,41374,339150,3828793
T10044,2025-01-01,38265,313665,4142458
T10044,2025-02-01,46827,383850,4526308
T10044,2025-03-01,37245,305304,4831612
T10044,2025-04-01,38979,319518,5151130
T10044,2025-05-01,45475,372767,5523897
T10044,2025-06-01,38409,314846,5838743
T10045,2024-01-01,11163,12279,12279
T10045,2024-02-01,7469,8215,20494
T10045,2024-03-01,9647,10611,31105
T10045,2024-04-01,9226,10148,41253
T10045,2024-05-01,10112,11123,52376
T10045,2024-06-01,9859,10844,63220
T10045,2024-07-01,7744,8518,71738
T10045,2024-08-01,5959,6554,78292
T10045,2024-09-01,11400,12540,90832
T10045,2024-10-01,11020,12122,102954
T10045,2024-11-01,8769,13996,116950
T10045,2024-12-01,10438,11481,128431
T10045,2025-01-01,6052,6657,135088
T10045,2025-02-01,10613,11674,146762
T10045,2025-03-01,7970,8767,155529
T10045,2025-04-01,9437,10380,165909
T10045,2025-05-01,11305,12435,178344
T10045,2025-06-01,9021,9923,188267
T10046,2024-01-01,13105,33155,33155
T10046,2024-02-01,15954,40363,73518
T10046,2024-03-01,16115,56574,130092
T10046,2024-04-01,11843,29962,160054
T10046,2024-05-01,10928,27647,187701
T10046,2024-06-01,12865,32548,220249
T10046,2024-07-01,13931,35245,255494
T10046,2024-08-01,8715,22048,277542
T10046,2024-09-01,13188,33365,310907
T10046,2024-10-01,14282,36133,347040
T10046,2024-11-01,10835,27412,374452
T10046,2024-12-01,9833,24877,399329
T10046,2025-01-01,12285,31081,430410
T10046,2025-02-01,14984,37909,468319
T10046,2025-03-01,12131,30691,499010
T10046,2025-04-01,14108,35693,534703
T10046,2025-05-01,9012,22800,557503
T10046,2025-06-01,12709,32153,589656
T10047,2024-01-01,22496,122936,122936
T10047,2024-02-01,20998,152484,275420
T10047,2024-03-01,23634,201317,476737
T10047,2024-04-01,38440,210066,686803
T10047,2024-05-01,31511,172201,859004
T10047,2024-06-01,35445,193699,1052703
T10047,2024-07-01,44939,245582,1298285
T10047,2024-08-01,32919,179895,1478180
T10047,2024-09-01,30080,164381,1642561
T10047,2024-10-01,37970,207498,1850059
T10047,2024-11-01,31080,169845,2019904
T10047,2024-12-01,36451,199197,2219101
T10047,2025-01-01,37836,206766,2425867
T10047,2025-02-01,27471,150123,2575990
T10047,2025-03-01,29769,162681,2738671
T10047,2025-04-01,31919,174430,2913101
T10047,2025-05-01,28151,153839,3066940
T10047,2025-06-01,25486,139275,3206215
T10048,2024-01-01,42488,212440,212440
T10048,2024-02-01,46428,232140,444580
T10048,2024-03-01,40209,201045,645625
T10048,2024-04-01,31101,241908,887533
T10048,2024-05-01,36369,262863,1150396
T10048,2024-06-01,40573,202865,1353261
T10048,2024-07-01,36002,180010,1533271
T10048,2024-08-01,38221,191105,1724376
T10048,2024-09-01,39412,197060,1921436
T10048,2024-10-01,22836,114180,2035616
T10048,2024-11-01,38683,193415,2229031
T10048,2024-12-01,32480,162400,2391431
T10048,2025-01-01,50087,382020,2773451
T10048,2025-02-01,27793,138965,2912416
T10048,2025-03-01,37039,185195,3097611
T10048,2025-04-01,43046,215230,3312841
T10048,2025-05-01,30448,152240,3465081
T10048,2025-06-01,33311,166555,3631636
T10049,2024-01-01,8925,49087,49087
T10049,2024-02-01,6681,36745,85832
T10049,2024-03-01,8218,45199,131031
T10049,2024-04-01,8750,48125,179156
T10049,2024-05-01,6302,50865,230021
T10049,2024-06-01,7823,43026,273047
T10049,2024-07-01,6599,36294,309341
T10049,2024-08-01,6734,48394,357735
T10049,2024-09-01,8495,46722,404457
T10049,2024-10-01,5383,46762,451219
T10049,2024-11-01,7462,41041,492260
T10049,2024-12-01,10030,55165,547425
T10049,2025-01-01,6222,34221,581646
T10049,2025-02-01,6114,33627,615273
T10049,2025-03-01,8193,45061,660334
T10049,2025-04-01,7551,41530,701864
T10049,2025-05-01,8228,45254,747118
T10049,2025-06-01,6048,33264,780382
T10050,2024-01-01,29946,230584,230584
T10050,2024-02-01,25501,196357,426941
T10050,2024-03-01,27383,210849,637790
T10050,2024-04-01,25945,199776,837566
T10050,2024-05-01,22032,169646,1007212
T10050,2024-06-01,22534,173511,1180723
T10050,2024-07-01,20296,156279,1337002
T10050,2024-08-01,26539,204350,1541352
T10050,2024-09-01,23034,236886,1778238
T10050,2024-10-01,22201,170947,1949185
T10050,2024-11-01,22308,171771,2120956
T10050,2024-12-01,30454,234495,2355451
T10050,2025-01-01,26224,201924,2557375
T10050,2025-02-01,26902,207145,2764520
T10050,2025-03-01,22373,172272,2936792
T10050,2025-04-01,29660,228382,3165174
T10050,2025-05-01,30856,237591,3402765
T10050,2025-06-01,30052,231400,3634165
T10051,2024-01-01,22852,91408,91408
T10051,2024-02-01,17883,71532,162940
T10051,2024-03-01,19373,77492,240432
T10051,2024-04-01,17618,70472,310904
T10051,2024-05-01,11537,46148,357052
T10051,2024-06-01,24779,132265,489317
T10051,2024-07-01,21621,86484,575801
T10051,2024-08-01,17064,68256,644057
T10051,2024-09-01,22086,88344,732401
T10051,2024-10-01,18221,72884,805285
T10051,2024-11-01,23397,93588,898873
T10051,2024-12-01,9784,39136,938009
T10051,2025-01-01,17909,71636,1009645
T10051,2025-02-01,23700,94800,1104445
T10051,2025-03-01,18844,75376,1179821
T10051,2025-04-01,20771,83084,1262905
T10051,2025-05-01,15239,60956,1323861
T10051,2025-06-01,18163,72652,1396513
T10052,2024-01-01,21167,127002,127002
T10052,2024-02-01,26447,158682,285684
T10052,2024-03-01,19996,119976,405660
T10052,2024-04-01,22482,134892,540552
T10052,2024-05-01,32494,194964,735516
T10052,2024-06-01,25765,154590,890106
T10052,2024-07-01,25773,154638,1044744
T10052,2024-08-01,27400,164400,1209144
T10052,2024-09-01,22258,133548,1342692
T10052,2024-10-01,36645,219870,1562562
T10052,2024-11-01,25004,150024,1712586
T10052,2024-12-01,23831,142986,1855572
T10052,2025-01-01,26952,161712,2017284
T10052,2025-02-01,33508,201048,2218332
T10052,2025-03-01,23652,141912,2360244
T10052,2025-04-01,36791,220746,2580990
T10052,2025-05-01,38223,229338,2810328
T10052,2025-06-01,18696,112176,2922504
T10053,2024-01-01,30940,34034,34034
T10053,2024-02-01,45654,50219,84253
T10053,2024-03-01,44938,49431,133684
T10053,2024-04-01,56518,62169,195853
T10053,2024-05-01,57122,62834,258687
T10053,2024-06-01,43400,47740,306427
T10053,2024-07-01,60957,85776,392203
T10053,2024-08-01,48104,52914,445117
T10053,2024-09-01,40725,44797,489914
T10053,2024-10-01,52929,58221,548135
T10053,2024-11-01,57419,63160,611295
T10053,2024-12-01,47161,51877,663172
T10053,2025-01-01,58871,64758,727930
T10053,2025-02-01,43737,48110,776040
T10053,2025-03-01,52182,57400,833440
T10053,2025-04-01,60286,66314,899754
T10053,2025-05-01,40185,44203,943957
T10053,2025-06-01,38156,41971,985928
T10054,2024-01-01,4719,32561,32561
T10054,2024-02-01,7850,54164,86725
T10054,2024-03-01,5533,38177,124902
T10054,2024-04-01,5616,38750,163652
T10054,2024-05-01,4552,31408,195060
T10054,2024-06-01,3850,26564,221624
T10054,2024-07-01,4540,45718,267342
T10054,2024-08-01,6381,44028,311370
T10054,2024-09-01,5590,60579,371949
T10054,2024-10-01,4246,29297,401246
T10054,2024-11-01,6305,43504,444750
T10054,2024-12-01,6274,43290,488040
T10054,2025-01-01,5615,38743,526783
T10054,2025-02-01,7314,50466,577249
T10054,2025-03-01,4864,33561,610810
T10054,2025-04-01,5300,36570,647380
T10054,2025-05-01,5496,37922,685302
T10054,2025-06-01,5596,58089,743391
T10055,2024-01-01,52354,195071,195071
T10055,2024-02-01,43805,235636,430707
T10055,2024-03-01,52768,196613,627320
T10055,2024-04-01,54673,203711,831031
T10055,2024-05-01,49397,184053,1015084
T10055,2024-06-01,53092,197820,1212904
T10055,2024-07-01,50244,241185,1454089
T10055,2024-08-01,61121,227736,1681825
T10055,2024-09-01,67451,251322,1933147
T10055,2024-10-01,42680,214398,2147545
T10055,2024-11-01,53116,197910,2345455
T10055,2024-12-01,65700,244798,2590253
T10055,2025-01-01,41635,155132,2745385
T10055,2025-02-01,44329,165169,2910554
T10055,2025-03-01,47419,231011,3141565
T10055,2025-04-01,54678,203730,3345295
T10055,2025-05-01,44001,163947,3509242
T10055,2025-06-01,44227,164789,3674031
T10056,2024-01-01,2235,11510,11510
T10056,2024-02-01,26667,137335,148845
T10056,2024-03-01,2093,10778,159623
T10056,2024-04-01,204,1050,160673
T10056,2024-05-01,632,3254,163927
T10056,2024-06-01,1768,9105,173032
T10056,2024-07-01,2271,11695,184727
T10056,2024-08-01,1864,12924,197651
T10056,2024-09-01,1325,6823,204474
T10056,2024-10-01,1994,10269,214743
T10056,2024-11-01,27615,142217,356960
T10056,2024-12-01,1473,7585,364545
T10056,2025-01-01,66,339,364884
T10056,2025-02-01,32907,169471,534355
T10056,2025-03-01,1955,10068,544423
T10056,2025-04-01,1062,5469,549892
T10056,2025-05-01,719,3702,553594
T10056,2025-06-01,17478,90011,643605
T10057,2024-01-01,44187,418716,418716
T10057,2024-02-01,32833,311125,729841
T10057,2024-03-01,31320,296788,1026629
T10057,2024-04-01,35543,336805,1363434
T10057,2024-05-01,38711,366825,1730259
T10057,2024-06-01,46573,441325,2171584
T10057,2024-07-01,36338,344338,2515922
T10057,2024-08-01,55475,525681,3041603
T10057,2024-09-01,36180,342841,3384444
T10057,2024-10-01,35075,332370,3716814
T10057,2024-11-01,46066,436521,4153335
T10057,2024-12-01,36135,342415,4495750
T10057,2025-01-01,40931,387862,4883612
T10057,2025-02-01,34893,330646,5214258
T10057,2025-03-01,38557,365366,5579624
T10057,2025-04-01,52592,498361,6077985
T10057,2025-05-01,45833,434313,6512298
T10057,2025-06-01,42385,401640,6913938
T10058,2024-01-01,20409,145475,145475
T10058,2024-02-01,24767,176539,322014
T10058,2024-03-01,26523,189055,511069
T10058,2024-04-01,25052,178570,689639
T10058,2024-05-01,21314,151926,841565
T10058,2024-06-01,25291,180274,1021839
T10058,2024-07-01,24518,174764,1196603
T10058,2024-08-01,21138,150671,1347274
T10058,2024-09-01,14653,104446,1451720
T10058,2024-10-01,21058,203361,1655081
T10058,2024-11-01,15681,111774,1766855
T10058,2024-12-01,34465,245666,2012521
T10058,2025-01-01,21254,151498,2164019
T10058,2025-02-01,24335,270156,2434175
T10058,2025-03-01,25478,181607,2615782
T10058,2025-04-01,11386,81159,2696941
T10058,2025-05-01,25633,182712,2879653
T10058,2025-06-01,21958,156516,3036169
T10059,2024-01-01,13906,71615,71615
T10059,2024-02-01,17017,87637,159252
T10059,2024-03-01,17606,90670,249922
T10059,2024-04-01,12079,62206,312128
T10059,2024-05-01,16671,137093,449221
T10059,2024-06-01,13795,71044,520265
T10059,2024-07-01,21846,112506,632771
T10059,2024-08-01,16475,84846,717617
T10059,2024-09-01,15191,78233,795850
T10059,2024-10-01,13469,69365,865215
T10059,2024-11-01,13549,69777,934992
T10059,2024-12-01,13979,71991,1006983
T10059,2025-01-01,15210,78331,1085314
T10059,2025-02-01,14553,74947,1160261
T10059,2025-03-01,12946,66671,1226932
T10059,2025-04-01,15594,80309,1307241
T10059,2025-05-01,16574,85356,1392597
T10059,2025-06-01,17084,87982,1480579
T10060,2024-01-01,3363,21909,21909
T10060,2024-02-01,3064,19961,41870
T10060,2024-03-01,3994,26019,67889
T10060,2024-04-01,44462,289658,357547
T10060,2024-05-01,682,4443,361990
T10060,2024-06-01,36922,240537,602527
T10060,2024-07-01,427,2781,605308
T10060,2024-08-01,75,488,605796
T10060,2024-09-01,1198,7804,613600
T10060,2024-10-01,32305,210458,824058
T10060,2024-11-01,1366,8899,832957
T10060,2024-12-01,48454,315665,1148622
T10060,2025-01-01,821,5348,1153970
T10060,2025-02-01,2221,14469,1168439
T10060,2025-03-01,3447,22456,1190895
T10060,2025-04-01,1426,9290,1200185
T10060,2025-05-01,980,6384,1206569
T10060,2025-06-01,284,1850,1208419
T10061,2024-01-01,33373,41449,41449
T10061,2024-02-01,38897,48310,89759
T10061,2024-03-01,45257,56209,145968
T10061,2024-04-01,38332,47608,193576
T10061,2024-05-01,26146,51930,245506
T10061,2024-06-01,34096,42347,287853
T10061,2024-07-01,37707,46832,334685
T10061,2024-08-01,39029,48474,383159
T10061,2024-09-01,41666,51749,434908
T10061,2024-10-01,44755,55585,490493
T10061,2024-11-01,25225,31329,521822
T10061,2024-12-01,33729,41891,563713
T10061,2025-01-01,37863,47025,610738
T10061,2025-02-01,32798,40735,651473
T10061,2025-03-01,36015,44730,696203
T10061,2025-04-01,37444,46505,742708
T10061,2025-05-01,44989,55876,798584
T10061,2025-06-01,38474,47784,846368
T10062,2024-01-01,12391,25525,25525
T10062,2024-02-01,10068,20740,46265
T10062,2024-03-01,9265,19085,65350
T10062,2024-04-01,9743,20070,85420
T10062,2024-05-01,8365,17231,102651
T10062,2024-06-01,9743,20070,122721
T10062,2024-07-01,9950,20497,143218
T10062,2024-08-01,9193,18937,162155
T10062,2024-09-01,7684,15829,177984
T10062,2024-10-01,8917,18369,196353
T10062,2024-11-01,9630,19837,216190
T10062,2024-12-01,8533,17577,233767
T10062,2025-01-01,7039,14500,248267
T10062,2025-02-01,7779,16024,264291
T10062,2025-03-01,11426,23537,287828
T10062,2025-04-01,14658,30195,318023
T10062,2025-05-01,5872,12096,330119
T10062,2025-06-01,12384,25511,355630
T10063,2024-01-01,36212,82056,82056
T10063,2024-02-01,34094,111241,193297
T10063,2024-03-01,39913,90442,283739
T10063,2024-04-01,41718,94532,378271
T10063,2024-05-01,23835,54010,432281
T10063,2024-06-01,31246,70803,503084
T10063,2024-07-01,37874,85822,588906
T10063,2024-08-01,42533,96379,685285
T10063,2024-09-01,36059,81709,766994
T10063,2024-10-01,39821,90234,857228
T10063,2024-11-01,31558,71510,928738
T10063,2024-12-01,27452,62206,990944
T10063,2025-01-01,37288,84494,1075438
T10063,2025-02-01,46477,105316,1180754
T10063,2025-03-01,33997,77037,1257791
T10063,2025-04-01,33230,75299,1333090
T10063,2025-05-01,44962,101883,1434973
T10063,2025-06-01,40389,91521,1526494
T10064,2024-01-01,36469,298943,298943
T10064,2024-02-01,31850,261080,560023
T10064,2024-03-01,40822,334626,894649
T10064,2024-04-01,36908,302542,1197191
T10064,2024-05-01,30524,250211,1447402
T10064,2024-06-01,41407,339421,1786823
T10064,2024-07-01,24823,203479,1990302
T10064,2024-08-01,30889,386517,2376819
T10064,2024-09-01,33726,276458,2653277
T10064,2024-10-01,34993,286844,2940121
T10064,2024-11-01,29755,243907,3184028
T10064,2024-12-01,47315,587711,3771739
T10064,2025-01-01,29005,237759,4009498
T10064,2025-02-01,33273,272745,4282243
T10064,2025-03-01,29659,243120,4525363
T10064,2025-04-01,32987,270401,4795764
T10064,2025-05-01,36474,298984,5094748
T10064,2025-06-01,37091,304042,5398790
T10065,2024-01-01,35,37,37
T10065,2024-02-01,34,36,73
T10065,2024-03-01,20581,22227,22300
T10065,2024-04-01,123,132,22432
T10065,2024-05-01,1462,1578,24010
T10065,2024-06-01,64,69,24079
T10065,2024-07-01,1746,1885,25964
T10065,2024-08-01,1443,1558,27522
T10065,2024-09-01,2002,2162,29684
T10065,2024-10-01,1190,1285,30969
T10065,2024-11-01,371,400,31369
T10065,2024-12-01,841,908,32277
T10065,2025-01-01,1557,2377,34654
T10065,2025-02-01,2612,2820,37474
T10065,2025-03-01,941,1016,38490
T10065,2025-04-01,2535,2737,41227
T10065,2025-05-01,1341,1448,42675
T10065,2025-06-01,2247,3870,46545
T10066,2024-01-01,53415,106830,106830
T10066,2024-02-01,43740,87480,194310
T10066,2024-03-01,48921,97842,292152
T10066,2024-04-01,39458,78916,371068
T10066,2024-05-01,49775,99550,470618
T10066,2024-06-01,42005,84010,554628
T10066,2024-07-01,42865,85730,640358
T10066,2024-08-01,47937,95874,736232
T10066,2024-09-01,54414,108828,845060
T10066,2024-10-01,44645,89290,934350
T10066,2024-11-01,53541,107082,1041432
T10066,2024-12-01,37006,74012,1115444
T10066,2025-01-01,44920,89840,1205284
T10066,2025-02-01,48759,97518,1302802
T10066,2025-03-01,43744,87488,1390290
T10066,2025-04-01,45671,130069,1520359
T10066,2025-05-01,26908,53816,1574175
T10066,2025-06-01,53642,141076,1715251
T10067,2024-01-01,24687,54311,54311
T10067,2024-02-01,33179,72993,127304
T10067,2024-03-01,32702,71944,199248
T10067,2024-04-01,25505,56111,255359
T10067,2024-05-01,42293,93044,348403
T10067,2024-06-01,35094,77206,425609
T10067,2024-07-01,35949,79087,504696
T10067,2024-08-01,29762,65476,570172
T10067,2024-09-01,35002,77004,647176
T10067,2024-10-01,24993,54984,702160
T10067,2024-11-01,40906,118863,821023
T10067,2024-12-01,41132,90490,911513
T10067,2025-01-01,31101,68422,979935
T10067,2025-02-01,24336,53539,1033474
T10067,2025-03-01,44489,97875,1131349
T10067,2025-04-01,43164,94960,1226309
T10067,2025-05-01,36415,80113,1306422
T10067,2025-06-01,31284,96946,1403368
T10068,2024-01-01,14436,77954,77954
T10068,2024-02-01,12998,70189,148143
T10068,2024-03-01,16268,87847,235990
T10068,2024-04-01,17010,91854,327844
T10068,2024-05-01,18500,99900,427744
T10068,2024-06-01,16779,90606,518350
T10068,2024-07-01,17832,96292,614642
T10068,2024-08-01,13238,71485,686127
T10068,2024-09-01,14409,77808,763935
T10068,2024-10-01,21312,115084,879019
T10068,2024-11-01,21634,116823,995842
T10068,2024-12-01,22533,121678,1117520
T10068,2025-01-01,15108,81583,1199103
T10068,2025-02-01,17629,95196,1294299
T10068,2025-03-01,17614,95115,1389414
T10068,2025-04-01,25426,137300,1526714
T10068,2025-05-01,17875,96525,1623239
T10068,2025-06-01,20940,113076,1736315
T10069,2024-01-01,2700,8748,8748
T10069,2024-02-01,2388,7737,16485
T10069,2024-03-01,1868,6052,22537
T10069,2024-04-01,1941,6288,28825
T10069,2024-05-01,2271,7358,36183
T10069,2024-06-01,1922,6227,42410
T10069,2024-07-01,2085,6755,49165
T10069,2024-08-01,2313,7494,56659
T10069,2024-09-01,1647,5336,61995
T10069,2024-10-01,1742,5644,67639
T10069,2024-11-01,1827,5919,73558
T10069,2024-12-01,2065,6690,80248
T10069,2025-01-01,2464,7983,88231
T10069,2025-02-01,1929,6249,94480
T10069,2025-03-01,2537,8219,102699
T10069,2025-04-01,2747,8900,111599
T10069,2025-05-01,2369,7675,119274
T10069,2025-06-01,2327,11302,130576
T10070,2024-01-01,35344,357681,357681
T10070,2024-02-01,43600,441232,798913
T10070,2024-03-01,34321,347328,1146241
T10070,2024-04-01,25916,262269,1408510
T10070,2024-05-01,28334,286740,1695250
T10070,2024-06-01,33246,336449,2031699
T10070,2024-07-01,31439,318162,2349861
T10070,2024-08-01,29816,301737,2651598
T10070,2024-09-01,34180,345901,2997499
T10070,2024-10-01,34857,503047,3500546
T10070,2024-11-01,28347,286871,3787417
T10070,2024-12-01,30794,431318,4218735
T10070,2025-01-01,33676,508353,4727088
T10070,2025-02-01,36608,370472,5097560
T10070,2025-03-01,39632,401075,5498635
T10070,2025-04-01,33681,340851,5839486
T10070,2025-05-01,38836,393020,6232506
T10070,2025-06-01,36852,372942,6605448
T10071,2024-01-01,11571,41239,41239
T10071,2024-02-01,11305,40291,81530
T10071,2024-03-01,14771,52643,134173
T10071,2024-04-01,6236,22225,156398
T10071,2024-05-01,10690,38099,194497
T10071,2024-06-01,11935,42536,237033
T10071,2024-07-01,11729,41802,278835
T10071,2024-08-01,10835,38615,317450
T10071,2024-09-01,11901,60341,377791
T10071,2024-10-01,8032,28626,406417
T10071,2024-11-01,12695,45244,451661
T10071,2024-12-01,12133,43242,494903
T10071,2025-01-01,11025,39293,534196
T10071,2025-02-01,14475,51588,585784
T10071,2025-03-01,12954,64962,650746
T10071,2025-04-01,10057,35843,686589
T10071,2025-05-01,13836,49311,735900
T10071,2025-06-01,10403,59008,794908
T10072,2024-01-01,43371,154574,154574
T10072,2024-02-01,54741,195096,349670
T10072,2024-03-01,31506,112287,461957
T10072,2024-04-01,40639,144837,606794
T10072,2024-05-01,34040,121318,728112
T10072,2024-06-01,31287,111506,839618
T10072,2024-07-01,62001,220971,1060589
T10072,2024-08-01,48004,171086,1231675
T10072,2024-09-01,51957,185174,1416849
T10072,2024-10-01,35507,126546,1543395
T10072,2024-11-01,32459,115683,1659078
T10072,2024-12-01,40717,145115,1804193
T10072,2025-01-01,50928,181507,1985700
T10072,2025-02-01,41901,149335,2135035
T10072,2025-03-01,40325,143718,2278753
T10072,2025-04-01,37584,133949,2412702
T10072,2025-05-01,42409,151145,2563847
T10072,2025-06-01,32157,114607,2678454
T10073,2024-01-01,993,1022,1022
T10073,2024-02-01,17,17,1039
T10073,2024-03-01,26904,27711,28750
T10073,2024-04-01,23503,24208,52958
T10073,2024-05-01,1760,1812,54770
T10073,2024-06-01,1016,1046,55816
T10073,2024-07-01,29676,30566,86382
T10073,2024-08-01,1165,1199,87581
T10073,2024-09-01,737,759,88340
T10073,2024-10-01,40523,41738,130078
T10073,2024-11-01,1386,1427,131505
T10073,2024-12-01,179,184,131689
T10073,2025-01-01,2955,4308,135997
T10073,2025-02-01,74,76,136073
T10073,2025-03-01,1546,1592,137665
T10073,2025-04-01,2051,2112,139777
T10073,2025-05-01,1573,2531,142308
T10073,2025-06-01,1127,1160,143468
T10074,2024-01-01,22613,24874,24874
T10074,2024-02-01,29104,32014,56888
T10074,2024-03-01,28008,30808,87696
T10074,2024-04-01,20739,22812,110508
T10074,2024-05-01,23422,25764,136272
T10074,2024-06-01,25945,28539,164811
T10074,2024-07-01,22537,35516,200327
T10074,2024-08-01,20045,22049,222376
T10074,2024-09-01,27704,30474,252850
T10074,2024-10-01,31604,34764,287614
T10074,2024-11-01,23656,26021,313635
T10074,2024-12-01,17362,19098,332733
T10074,2025-01-01,24551,27006,359739
T10074,2025-02-01,21349,23483,383222
T10074,2025-03-01,28347,31181,414403
T10074,2025-04-01,21631,23794,438197
T10074,2025-05-01,25357,27892,466089
T10074,2025-06-01,19911,21902,487991
T10075,2024-01-01,9655,33309,33309
T10075,2024-02-01,11926,41144,74453
T10075,2024-03-01,8646,29828,104281
T10075,2024-04-01,8346,28793,133074
T10075,2024-05-01,9781,33744,166818
T10075,2024-06-01,13778,47534,214352
T10075,2024-07-01,6526,22514,236866
T10075,2024-08-01,12217,42148,279014
T10075,2024-09-01,8106,38036,317050
T10075,2024-10-01,9150,31567,348617
T10075,2024-11-01,9441,32571,381188
T10075,2024-12-01,10199,35186,416374
T10075,2025-01-01,10283,35476,451850
T10075,2025-02-01,7601,26223,478073
T10075,2025-03-01,7809,26941,505014
T10075,2025-04-01,8955,30894,535908
T10075,2025-05-01,10188,35148,571056
T10075,2025-06-01,8552,29504,600560
T10076,2024-01-01,38965,277742,277742
T10076,2024-02-01,35165,356803,634545
T10076,2024-03-01,28681,204438,838983
T10076,2024-04-01,21760,155105,994088
T10076,2024-05-01,32989,235145,1229233
T10076,2024-06-01,38084,271462,1500695
T10076,2024-07-01,40743,290416,1791111
T10076,2024-08-01,40021,285269,2076380
T10076,2024-09-01,37239,265439,2341819
